Column1.id,Column1.url,Column1.category.category,Column1.category.title,Column1.text
2,https://onepiece.fandom.com/wiki/Hito_Hito_no_Mi,devil_fruits,Hito Hito no Mi,"[ of Hito Hito no Mi]

 Hito Hito no Mi Statistics Japanese Name: ヒトヒトの実 Official English Name: Human-Human Fruit Meaning: Human Fruit Debut: One Piece Magazine Vol.6 Usage Debut: Chapter 138; Episode 83 Type: Zoan Current User: Tony Tony Chopper 
The Hito Hito no Mi is a Zoan-type Devil Fruit that allows its user to transform into a human hybrid or a human at will. It was eaten by the reindeer Tony Tony Chopper, turning him into a Human Reindeer (人間トナカイ, Ningen Tonakai?). "
3,https://onepiece.fandom.com/wiki/Bane_Bane_no_Mi,devil_fruits,Bane Bane no Mi,"[ of Bane Bane no Mi]

 Bane Bane no Mi Statistics Japanese Name: バネバネの実 Official English Name: Spring-Spring FruitBoing-Boing Fruit (Viz, former) Meaning: Spring Usage Debut: Chapter 231; Episode 150 Type: Paramecia Current User: Bellamy 
The Bane Bane no Mi is a Paramecia-type Devil Fruit that allows the user to turn their limbs into springs, making the user a Spring Human (バネ人間, Bane Ningen?). It was eaten by Bellamy. 
The power of the fruit was hinted at with the state of the site where Roshio was defeated. The fruit's actual power was revealed when Bellamy and his crew attacked the leaders of the Saruyama Alliance in order to steal Mont Blanc Cricket's gold. "
9,https://onepiece.fandom.com/wiki/Pasa_Pasa_no_Mi,devil_fruits,Pasa Pasa no Mi,"[ of Pasa Pasa no Mi]

 Pasa Pasa no Mi Statistics Japanese Name: パサパサの実 Official English Name: N/A Meaning: Paper Fruit Debut: Great Hidden Treasure of the Nanatsu Islands Usage Debut: Great Hidden Treasure of the Nanatsu Islands Type: Logia Previous User: Simon 
The Pasa Pasa no Mi is a non-canon Logia-type Devil Fruit that allows the user to create, control, and transform into pieces of paper at will. It was eaten by Simon, the main antagonist of the video game One Piece: Great Hidden Treasure of the Nanatsu Islands, but has returned into circulation with his death. "
6,https://onepiece.fandom.com/wiki/Moku_Moku_no_Mi,devil_fruits,Moku Moku no Mi,"[ of Moku Moku no Mi]

 Moku Moku no Mi Statistics Japanese Name: モクモクの実 Official English Name: Smoke-Smoke Fruit (4Kids);Plume-Plume Fruit (VIZ, Funimation);Steam-Steam Fruit (Grand Adventure);Seed of Smoke (Odex) Meaning: Sound of billowing smoke Fruit Debut: One Piece Magazine Vol.10 Usage Debut: Chapter 100; Episode 48 Type: Logia Current User: Smoker 
The Moku Moku no Mi is a Logia-type Devil Fruit that allows the user to create, control, and transform into smoke at will, making the user a Smoke Human (煙人間, Kemuri Ningen?). It was eaten by Smoker. "
3,"https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Dachshund",devil_fruits,"Inu Inu no Mi, Model: Dachshund","[ of Inu Inu no Mi, Model: Dachshund]

 Inu Inu no Mi, Model: Dachshund Statistics Japanese Name: イヌイヌの実 モデル「ダックスフント」 Romanized Name: Inu Inu no Mi, Moderu: Dakkusufunto Official English Name: Mutt-Mutt Fruit, Dachshund Type (Viz);Mutt-Mutt Fruit (4Kids);Dog-Dog Fruit, Model: Dachshund (Funimation) Meaning: Dog Usage Debut: Chapter 184; Episode 113 Type: Zoan Current User: Lassoo 
The Inu Inu no Mi, Model: Dachshund is a Zoan-type Devil Fruit that allows its user to transform into a dachshund hybrid and a full dachshund at will. It was ""eaten"" by Mr. 4's bazooka, Lassoo, through the process developed by Vegapunk. "
7,https://onepiece.fandom.com/wiki/Mori_Mori_no_Mi,devil_fruits,Mori Mori no Mi,"[ of Mori Mori no Mi]

 Mori Mori no Mi Statistics Japanese Name: モリモリの実 Official English Name: Woods-Woods Fruit Meaning: Forest Usage Debut: Chapter 1052; Episode 1079 Type: Logia Current User: Aramaki 
The Mori Mori no Mi is a Logia-type Devil Fruit which allows the user to create, control, and transform into flora at will, making the user a Forest Human (森人間, Mori Ningen?, VIZ: ""Woodsman""). It was eaten by Aramaki, better known as Admiral Ryokugyu. "
1,"https://onepiece.fandom.com/wiki/Hebi_Hebi_no_Mi,_Model:_King_Cobra",devil_fruits,"Hebi Hebi no Mi, Model: King Cobra","[ of Hebi Hebi no Mi, Model: King Cobra]

 Hebi Hebi no Mi, Model: King Cobra Statistics Japanese Name: ヘビヘビの実 モデル キングコブラ Romanized Name: Hebi Hebi no Mi Moderu Kingukobura Official English Name: Snake-Snake Fruit King Cobra Model (Viz);Snake-Snake Fruit: Model King Cobra (FUNimation) Meaning: Snake Usage Debut: Chapter 518; Episode 412 Type: Zoan Current User: Boa Marigold 
The Hebi Hebi no Mi, Model: King Cobra is a Zoan-type Devil Fruit that allows its user to turn into a king cobra hybrid and a full king cobra at will. It can also give the user the ability to create and spit venom. It was eaten by Boa Marigold, who was force-fed it by a World Noble. "
4,"https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Jackal",devil_fruits,"Inu Inu no Mi, Model: Jackal","[ of Inu Inu no Mi, Model: Jackal]

 Inu Inu no Mi, Model: Jackal Statistics Japanese Name: イヌイヌの実 モデル「ジャッカル」 Romanized Name: Inu Inu no Mi, Moderu: Jakkaru Official English Name: Dog-Dog Fruit, Model: Jackal (Funimation);Mutt-Mutt Fruit: Jackal Model (Viz);Mutt-Mutt Fruit: Jackal Strike (4Kids) Meaning: Dog Usage Debut: Chapter 196; Episode 120 Type: Zoan Current User: Chaka 
The Inu Inu no Mi, Model: Jackal is a Zoan-type Devil Fruit that allows its user to transform into a jackal hybrid and a full jackal at will. It was eaten by Chaka. "
1,https://onepiece.fandom.com/wiki/Awa_Awa_no_Mi,devil_fruits,Awa Awa no Mi,"[ of Awa Awa no Mi]

 Awa Awa no Mi Statistics Japanese Name: アワアワの実 Official English Name: Bubble-Bubble Fruit Meaning: Bubble Fruit Debut: Chapter 379; Episode 266 Usage Debut: Chapter 408; Episode 293 Type: Paramecia Current User: Kalifa 
The Awa Awa no Mi is a Paramecia type Devil Fruit that allows the user to emit and control soap and bubbles that can not only clean off dirt but can also ""clean off"" power, making the user a Soap Human (石鹸人間, Sekken Ningen?). It was eaten by Kalifa, who received it from Spandam. 
This ability is not to be confused with a Logia power, because the user cannot turn themselves into soap and bubbles. "
4,https://onepiece.fandom.com/wiki/Bara_Bara_no_Mi,devil_fruits,Bara Bara no Mi,"[ of Bara Bara no Mi]

 Bara Bara no Mi Statistics Japanese Name: バラバラの実 Official English Name: Chop-Chop FruitThe Fruit of Dismemberment (Odex) Meaning: Scattered; in pieces Fruit Debut: Chapter 19; Episode 8 Usage Debut: Chapter 9; Episode 5 Type: Paramecia Current User: Buggy 
The Bara Bara no Mi is a Paramecia-type Devil Fruit that allows the user to split their own body into pieces and control said pieces however they wish, as well as making the user immune to slashing attacks, making the user a Splitting Human (バラバラ人間, Barabara Ningen?). It was eaten by Buggy, albeit by accident as he originally intended to sell it. 
Its power was first demonstrated, but not clearly explained, when Buggy lifted up and choked one of his subordinates via his dismembered hand. "
10,https://onepiece.fandom.com/wiki/Pika_Pika_no_Mi,devil_fruits,Pika Pika no Mi,"[ of Pika Pika no Mi]

 Pika Pika no Mi Statistics Japanese Name: ピカピカの実 Romanized Name: Pika Pika no Mi Official English Name: Glint-Glint Fruit Meaning: Glimmer or Light Usage Debut: Chapter 506; Episode 400 Type: Logia Current User: Borsalino 
The Pika Pika no Mi is a Logia-type Devil Fruit that allows the user to create, control, and transform into light at will, turning the user into a Light Human (光人間, Hikari Ningen?). It enables the user to move at the speed of light and transport themself by means of reflection. It was eaten by Borsalino, also known as Admiral Kizaru. "
5,"https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Tanuki",devil_fruits,"Inu Inu no Mi, Model: Tanuki","[ of Inu Inu no Mi, Model: Tanuki]

 Inu Inu no Mi, Model: Tanuki Statistics Japanese Name: イヌイヌの実 モデル たぬき Romanized Name: Inu Inu no Mi, Moderu: Tanuki Official English Name: Dog-Dog Fruit, Model Tanuki Meaning: Dog, Tanuki Usage Debut: Chapter 911; Episode 894 Type: Zoan Current User: Bunbuku 
The Inu Inu no Mi, Model: Tanuki is a Zoan-type Devil Fruit that allows its user to transform into a tanuki hybrid and a full tanuki at will. It was ""eaten"" by Tenguyama Hitetsu's teapot, Bunbuku. "
5,https://onepiece.fandom.com/wiki/Bari_Bari_no_Mi,devil_fruits,Bari Bari no Mi,"[ of Bari Bari no Mi]

 Bari Bari no Mi Statistics Japanese Name: バリバリの実 Official English Name: Barrier-Barrier Fruit (VIZ and Funimation subs);Bari-Bari Fruit (Funimation dub) Meaning: Barrier Usage Debut: Chapter 708; Episode 637 Type: Paramecia Previous User: Kurozumi Semimaru Current User: Bartolomeo 
The Bari Bari no Mi is a Paramecia-type Devil Fruit that allows the user to generate barriers, making them a Barrier Human (バリア人間, Baria Ningen?). It was previously eaten by Kurozumi Semimaru, and currently by Bartolomeo. "
12,https://onepiece.fandom.com/wiki/Susu_Susu_no_Mi,devil_fruits,Susu Susu no Mi,"[ of Susu Susu no Mi]

 Susu Susu no Mi Statistics Japanese Name: ススススの実 Official English Name: Soot-Soot Fruit Meaning: Soot Usage Debut: Chapter 593; Episode 510 Type: Logia Current User: Karasu 
The Susu Susu no Mi is a Logia-type Devil Fruit that allows the user to create, control, and transform into soot at will. It was eaten by Karasu. "
6,"https://onepiece.fandom.com/wiki/Inu_Inu_no_Mi,_Model:_Wolf",devil_fruits,"Inu Inu no Mi, Model: Wolf","[ of Inu Inu no Mi, Model: Wolf]

 Inu Inu no Mi, Model: Wolf Beast Form Human-Beast Form Statistics Japanese Name: イヌイヌの実 モデル「狼」 Romanized Name: Inu Inu no Mi, Moderu: Urufu Official English Name: Mutt-Mutt Fruit Wolf Model (Viz) Dog-Dog Fruit Model Wolf (Funimation) Meaning: Dog Usage Debut: Chapter 401; Episode 286 Type: Zoan Current User: Jabra 
The Inu Inu no Mi, Model: Wolf is a Zoan-type Devil Fruit that allows its user to transform into a wolf hybrid (which almost resembles a werewolf) and a full wolf at will, making the user a Wolf Human (狼人間, Ōkami Ningen?). It was eaten by Jabra. "
6,https://onepiece.fandom.com/wiki/Bata_Bata_no_Mi,devil_fruits,Bata Bata no Mi,"[ of Bata Bata no Mi]

 Bata Bata no Mi Statistics Japanese Name: バタバタの実 Official English Name: Butter-Butter Fruit Meaning: Butter Usage Debut: Chapter 846; Episode 811 Type: Paramecia Current User: Charlotte Galette The Bata Bata no Mi is a Paramecia-type Devil Fruit which allows the user to create and control butter, making them a Butter Human (バター人間, Batā Ningen?, VIZ: ""Butterwoman""). It was eaten by Charlotte Galette. "
11,https://onepiece.fandom.com/wiki/Suna_Suna_no_Mi,devil_fruits,Suna Suna no Mi,"[ of Suna Suna no Mi]

 Suna Suna no Mi Statistics Japanese Name: スナスナの実 Official English Name: Sand-Sand Fruit Meaning: Sand Fruit Debut: One Piece Magazine Vol.12 Usage Debut: Chapter 127; Episode 77 Type: Logia Current User: Crocodile 
The Suna Suna no Mi is a Logia-type Devil Fruit that allows the user to create, control, and transform into sand at will, turning the user into a Sand Human (砂人間, Suna Ningen?). It was eaten by Crocodile. 
Its powers were first shown, but not fully explained, being used to dry up a flower in a glass during the call between Crocodile and Sanji in Little Garden. The power of this fruit was finally shown in a battle between Crocodile and Puppu's crew, and named when he avoided Nefertari Vivi's attack with the power. "
7,https://onepiece.fandom.com/wiki/Kame_Kame_no_Mi,devil_fruits,Kame Kame no Mi,"[ of Kame Kame no Mi]

 Kame Kame no Mi Statistics Japanese Name: カメカメの実 Official English Name: Turtle-Turtle Fruit Meaning: Turtle Usage Debut: Chapter 652; Episode 572 Type: Zoan Current User: Pekoms The Kame Kame no Mi is a Zoan-type Devil Fruit that allows the user to become a turtle hybrid and full turtle at will. It was eaten by Pekoms. Its powers were first revealed in the Fish-Man Island Arc, but the name of the fruit was not given until the Zou Arc. "
13,https://onepiece.fandom.com/wiki/Toro_Toro_no_Mi,devil_fruits,Toro Toro no Mi,"[ of Toro Toro no Mi]

 Toro Toro no Mi Statistics Japanese Name: トロトロの実 Official English Name: Liquid Fruit Meaning: Sound of a liquid with a syrupy consistency Usage Debut: Clockwork Island Adventure Type: Logia Current User: Honey Queen 
The Toro Toro no Mi is a non-canon Logia-type Devil Fruit from the second movie that allows the user to create, control, and transform into an unidentified liquid at will. It was eaten by Honey Queen. "
7,https://onepiece.fandom.com/wiki/Beri_Beri_no_Mi,devil_fruits,Beri Beri no Mi,"[ of Beri Beri no Mi]

 Beri Beri no Mi Statistics Japanese Name: ベリベリの実 Official English Name: Berry-Berry Fruit Meaning: Berry Usage Debut: Chapter 426; Episode 309 Type: Paramecia Current User: Very Good 
The Beri Beri no Mi is a Paramecia-type Devil Fruit that allows the user to transform their body parts into a multitude of berry-like balls, making the user a Grape Human (ブドウ人間, Budō Ningen?). The effect is similar to that of the Bara Bara no Mi. It was eaten by Very Good. "
11,"https://onepiece.fandom.com/wiki/Neko_Neko_no_Mi,_Model:_Leopard",devil_fruits,"Neko Neko no Mi, Model: Leopard","[ of Neko Neko no Mi, Model: Leopard]

 Neko Neko no Mi, Model: Leopard Statistics Japanese Name: ネコネコの実 モデル“豹” Romanized Name: Neko Neko no Mi, Moderu: Reoparudo Official English Name: Cat-Cat Fruit Leopard Model (Viz);Cat-Cat Fruit, Model: Leopard (Viz, Funimation) Meaning: Cat Fruit Debut: One Piece Magazine Vol.16 Usage Debut: Chapter 348; Episode 245 Type: Zoan Current User: Rob Lucci 
The Neko Neko no Mi, Model: Leopard is a Zoan-type Devil Fruit that allows its user to transform into a leopard hybrid and a full leopard at will, making the user a Leopard Human (ヒョウ人間, Hyō Ningen?). It was eaten by Rob Lucci. "
10,"https://onepiece.fandom.com/wiki/Mushi_Mushi_no_Mi,_Model:_Suzumebachi",devil_fruits,"Mushi Mushi no Mi, Model: Suzumebachi","[ of Mushi Mushi no Mi, Model: Suzumebachi]

 Mushi Mushi no Mi, Model: Suzumebachi Statistics Japanese Name: ムシムシの実 モデルスズメバチ Romanized Name: Mushi Mushi no Mi, Moderu: Suzumebachi Official English Name: Bug-Bug Fruit, Model: Hornet Meaning: Insect; Hornet Usage Debut: Chapter 718; Episode 648 Type: Zoan Current User: Bian 
The Mushi Mushi no Mi, Model: Suzumebachi is a Zoan-type Devil Fruit that allows its user to transform into a hornet hybrid and full hornet at will. It was eaten by Bian. "
11,https://onepiece.fandom.com/wiki/Buki_Buki_no_Mi,devil_fruits,Buki Buki no Mi,"[ of Buki Buki no Mi]

 Buki Buki no Mi Statistics Japanese Name: ブキブキの実 Romanized Name: Buki Buki no Mi Official English Name: Arms-Arms Fruit Meaning: Weapon Usage Debut: Chapter 682; Episode 608 Type: Paramecia Current User: Baby 5 
The Buki Buki no Mi is a Paramecia type Devil Fruit that gives the user the ability to change their body parts into weapons, which lets the user become a Full-Body Weapon Human (全身武器人間, Zenshin Buki Ningen?). It was eaten by Baby 5. "
9,"https://onepiece.fandom.com/wiki/Mushi_Mushi_no_Mi,_Model:_Kabutomushi",devil_fruits,"Mushi Mushi no Mi, Model: Kabutomushi","[ of Mushi Mushi no Mi, Model: Kabutomushi]

 Mushi Mushi no Mi, Model: Kabutomushi Statistics Japanese Name: ムシムシの実 モデルカブトムシ Romanized Name: Mushi Mushi no Mi, Moderu: Kabutomushi Official English Name: Bug-Bug Fruit, Model: Rhinoceros beetle Meaning: Insect; Rhinoceros Beetle Usage Debut: Chapter 718; Episode 648 Type: Zoan Current User: Kabu 
The Mushi Mushi no Mi, Model: Kabutomushi is a Zoan-type Devil Fruit that allows its user to transform into a rhinoceros beetle hybrid and full rhinoceros beetle at will. It was eaten by Kabu. "
10,https://onepiece.fandom.com/wiki/Bomu_Bomu_no_Mi,devil_fruits,Bomu Bomu no Mi,"[ of Bomu Bomu no Mi]

 Bomu Bomu no Mi Statistics Japanese Name: ボムボムの実 Official English Name: Bomb-Bomb Fruit (4Kids, Funimation, Odex); Boom-Boom Fruit (Viz) Meaning: Bomb Fruit Debut: One Piece Magazine Vol.11 Usage Debut: Chapter 110; Episode 65 Type: Paramecia Current User: Gem 
The Bomu Bomu no Mi is a Paramecia-type Devil Fruit that allows the user to make any part of their body explode, whether it be their limbs, hair, mucus, even breath or cough, making the user a Bomb Human (爆弾人間, Bakudan Ningen?, VIZ: ""Human Dynamite""). It was eaten by Gem, better known by his Baroque Works alias Mr. 5. "
8,https://onepiece.fandom.com/wiki/Beta_Beta_no_Mi,devil_fruits,Beta Beta no Mi,"[ of Beta Beta no Mi]

 Beta Beta no Mi Statistics Japanese Name: ベタベタの実 Official English Name: Stick-Stick Fruit (VIZ)Sticky-Sticky Fruit (Funimation) Meaning: Sticky Usage Debut: Chapter 700; Episode 629 Type: Paramecia Current User: Trebol 
The Beta Beta no Mi is a Paramecia-type Devil Fruit that allows the user to create and control mucus, making the user a Mucus Human (粘液人間, Nen'eki Ningen?, VIZ: ""Mucus-Man""). It was eaten by Trebol. "
9,https://onepiece.fandom.com/wiki/Bisu_Bisu_no_Mi,devil_fruits,Bisu Bisu no Mi,"[ of Bisu Bisu no Mi]

 Bisu Bisu no Mi Statistics Japanese Name: ビスビスの実 Official English Name: Bis-Bis Fruit Meaning: Biscuit Usage Debut: Chapter 835; Episode 796 Type: Paramecia Current User: Charlotte Cracker 
The Bisu Bisu no Mi is a Paramecia-type Devil Fruit that allows the user to generate and manipulate biscuits at will, making them a Biscuit Human (ビスケット人間, Bisuketto Ningen?, VIZ: ""Biscuitman""). It was eaten by Charlotte Cracker. "
15,https://onepiece.fandom.com/wiki/Yuki_Yuki_no_Mi,devil_fruits,Yuki Yuki no Mi,"[ of Yuki Yuki no Mi]

 Yuki Yuki no Mi Statistics Japanese Name: ユキユキの実 Official English Name: Snow-Snow Fruit Meaning: Snow Usage Debut: Chapter 681; Episode 607 Type: Logia Previous User: Monet 
The Yuki Yuki no Mi is a Logia-type Devil Fruit that allows the user to create, control, and transform into the element of ""snow"" at will, turning the user into a Snow Human (雪人間, Yuki Ningen?). The fruit was eaten by Monet, but with her death has returned to circulation. "
8,https://onepiece.fandom.com/wiki/Mogu_Mogu_no_Mi,devil_fruits,Mogu Mogu no Mi,"[ of Mogu Mogu no Mi]

 Mogu Mogu no Mi Statistics Japanese Name: モグモグの実 Official English Name: Mole-Mole Fruit (Funimation);Diggy-Diggy Fruit (Viz, 4Kids) Meaning: From Mogura (土竜), meaning Mole Usage Debut: Chapter 184; Episode 113 Type: Zoan Current User: Drophy 
The Mogu Mogu no Mi is a Zoan-type Devil Fruit that allows its user to transform into a mole hybrid and a full mole at will, making the user a Mole Human (モグラ人間, Mogura Ningen?). It was eaten by Drophy, better known by her Baroque Works alias Miss Merry Christmas. 
Its powers were first explained by Chopper to Usopp before actually being clearly seen. "
12,https://onepiece.fandom.com/wiki/Buku_Buku_no_Mi,devil_fruits,Buku Buku no Mi,"[ of Buku Buku no Mi]

 Buku Buku no Mi Statistics Japanese Name: ブクブクの実 Official English Name: Book-Book Fruit Meaning: Book Usage Debut: Chapter 846; Episode 810 Type: Paramecia Current User: Charlotte Mont-d'Or 
The Buku Buku no Mi is a Paramecia-type Devil Fruit that allows the user to manipulate books, making them a Book Human (書籍人間, Shoseki Ningen?, VIZ: ""Bookkeeper""). It was eaten by Charlotte Mont-d'Or. "
12,"https://onepiece.fandom.com/wiki/Sara_Sara_no_Mi,_Model:_Axolotl",devil_fruits,"Sara Sara no Mi, Model: Axolotl","[ of Sara Sara no Mi, Model: Axolotl]

 Sara Sara no Mi, Model: Axolotl Statistics Japanese Name: サラサラの実 モデル""アホロートル"" Romanized Name: Sara Sara no Mi: Moderu Ahorōtoru Official English Name: Sala-Sala Fruit, Model: Axolotl Meaning: Salamander Fruit Debut: Chapter 676; Episode 602 Usage Debut: Chapter 668; Episode 594 Type: Zoan Previous User: Smiley The Sara Sara no Mi, Model: Axolotl is a Zoan-type Devil Fruit that allows its user to turn into an axolotl hybrid and a full axolotl at will. It was ""eaten"" by Smiley, but with its death, the fruit has returned into circulation. "
13,https://onepiece.fandom.com/wiki/Chiyu_Chiyu_no_Mi,devil_fruits,Chiyu Chiyu no Mi,"[ of Chiyu Chiyu no Mi]

 Chiyu Chiyu no Mi Statistics Japanese Name: チユチユの実 Official English Name: Heal-Heal Fruit Meaning: Healing Usage Debut: Chapter 774; Episode 714 Type: Paramecia Current User: Mansherry 
The Chiyu Chiyu no Mi is a Paramecia-type Devil Fruit that grants the user the ability to heal any wound or injury through the use of liquid that comes from the user's body like tears. It was eaten by Mansherry. "
14,https://onepiece.fandom.com/wiki/Yami_Yami_no_Mi,devil_fruits,Yami Yami no Mi,"[ of Yami Yami no Mi]

 Yami Yami no Mi Statistics Japanese Name: ヤミヤミの実 Official English Name: Dark-Dark Fruit Meaning: Darkness Fruit Debut: Chapter 440; Episode 325 Usage Debut: Chapter 440; Episode 325 Type: Logia Current User: Marshall D. Teach 
The Yami Yami no Mi is a Logia-type Devil Fruit that allows the user to create, control, and transform into darkness at will, making the user a Darkness Human (闇人間, Yami Ningen?). It was eaten by Marshall D. Teach, also known as Blackbeard, who stole it from Commander Thatch of the Whitebeard Pirates' 4th division after murdering him.  
This fruit is considered ""unique"" even for a Logia-type, and the ability it grants is said to be the ""most evil"". "
13,https://onepiece.fandom.com/wiki/SMILE,devil_fruits,SMILE,"[ of SMILE]

 SMILE Statistics Japanese Name: SMILE; 人造悪魔の実 Romanized Name: Sumairu Official English Name: SMILE Fruit Debut: Chapter 689; Episode 615 Usage Debut: Chapter 689; Episode 615 Type: Artificial Zoan Current User: Gifters; Various people 
SMILEs are artificial Zoan Devil Fruits created with SAD. They were formerly manufactured by Donquixote Doflamingo and Caesar Clown and were monopolized and consumed by the members of the Beasts Pirates, which created the classifications of the Gifters, Pleasures, and Waiters within the crew. 
SMILEs do not have individual names like the standard Devil Fruits, and are instead referred to as ""(Animal species) no SMILE"". In the English subtitles, they are referred to as ""(Animal species) SMILE"". "
